price,zestimate,livingArea,lotAreaValue,zpid,rentZestimate,bedrooms,propertyType,address,zipcode,city,dateSold,pricePerFt
1080000,1212400,1148,3120,25048752,3399,3,SINGLE_FAMILY,"33009 Lake Wawasee St, Fremont, CA 94555",94555,Fremont,2021-05-21,940.77
1080000,1209000,1448,3119,25048755,3499,3,SINGLE_FAMILY,"33039 Lake Wawasee St, Fremont, CA 94555",94555,Fremont,2021-08-05,745.86
1080000,1136100,1504,0.45998622589532,111409746,3834,3,SINGLE_FAMILY,"4437 Irvington Ave, Fremont, CA 94538",94538,Fremont,2021-09-21,718.09
1077500,1291400,1269,,25010247,3499,3,SINGLE_FAMILY,"4229 Tehama Ave, Fremont, CA 94538",94538,Fremont,2020-12-01,849.09
1075000,1471200,1620,9583.2,25043943,3949,3,SINGLE_FAMILY,"39538 Blacow Rd, Fremont, CA 94538",94538,Fremont,2021-09-27,663.58
1075000,1448300,1444,6565,25045551,3849,4,SINGLE_FAMILY,"4849 Allegro Ct, Fremont, CA 94538",94538,Fremont,2020-11-24,744.46
1075000,1080500,1060,3049.2,25048575,3387,3,SINGLE_FAMILY,"3766 Lake Mead Dr, Fremont, CA 94555",94555,Fremont,2023-09-15,1014.15
1075000,1278800,1335,3760,25049225,3485,3,SINGLE_FAMILY,"3857 Jacana Lake Ct, Fremont, CA 94555",94555,Fremont,2021-10-20,805.24
1075000,1420900,1570,6750,299071990,3849,4,SINGLE_FAMILY,"37916 3rd St, Fremont, CA 94536",94536,Fremont,2021-03-10,684.71
1073000,1315600,1249,5702,25044418,3599,3,SINGLE_FAMILY,"39525 Blacow Rd, Fremont, CA 94538",94538,Fremont,2021-01-13,859.09
1070000,1108400,2149,5812,25017482,4500,4,SINGLE_FAMILY,"101 Overacker Ter, Fremont, CA 94536",94536,Fremont,2022-10-24,497.91
1070000,1077100,950,6000,25035734,3569,4,SINGLE_FAMILY,"40089 Spady St, Fremont, CA 94538",94538,Fremont,2023-09-08,1126.32
1070000,1463200,1496,5845,25048952,3750,4,SINGLE_FAMILY,"3853 Jenkinson Lake Way, Fremont, CA 94555",94555,Fremont,2020-12-09,715.24
1070000,1113500,1107,6098.4,25049682,3499,3,SINGLE_FAMILY,"4586 Diaz Dr, Fremont, CA 94536",94536,Fremont,2023-01-13,966.58
1065000,1417100,1577,5445,25005945,3785,3,SINGLE_FAMILY,"37129 Dutra Way, Fremont, CA 94536",94536,Fremont,2021-01-15,675.33
1065000,1103200,1233,5662.8,25005985,3650,4,SINGLE_FAMILY,"37031 Dondero Way, Fremont, CA 94536",94536,Fremont,2022-10-21,863.75
1065000,1215600,1600,5100,25017851,3496,3,SINGLE_FAMILY,"38351 Canyon Heights Dr, Fremont, CA 94536",94536,Fremont,2021-04-20,665.62
1065000,1108100,1350,5227.2,25038041,1800,4,SINGLE_FAMILY,"40431 Blanchard St, Fremont, CA 94538",94538,Fremont,2023-01-04,788.89
1065000,1259300,1151,7021,25041688,3476,3,SINGLE_FAMILY,"42665 Roberts Ave, Fremont, CA 94538",94538,Fremont,2020-11-09,925.28
1065000,1057600,1064,6956.532,25045103,3399,3,SINGLE_FAMILY,"5678 Hughes Pl, Fremont, CA 94538",94538,Fremont,2023-08-21,1000.94
1065000,1107800,1298,6969.6,25050013,3067,3,SINGLE_FAMILY,"4252 Adriano Ct, Fremont, CA 94536",94536,Fremont,2023-01-02,820.49
1060000,1138300,1130,5227,25016575,2999,3,SINGLE_FAMILY,"310 G St, Fremont, CA 94536",94536,Fremont,2021-09-17,938.05
1060000,1323000,1217,6599,25035939,3599,3,SINGLE_FAMILY,"40109 Paseo Padre Pkwy, Fremont, CA 94538",94538,Fremont,2020-10-29,870.99
1060000,1102500,996,6534,25043824,3492,3,SINGLE_FAMILY,"4882 Phelan Ave, Fremont, CA 94538",94538,Fremont,2022-12-29,1064.26
1060000,1300900,1232,6599,25044764,3499,3,SINGLE_FAMILY,"39814 Sundale Dr, Fremont, CA 94538",94538,Fremont,2020-11-25,860.39
1060000,1404400,1232,6551,25050139,3599,3,SINGLE_FAMILY,"4257 Castanos St, Fremont, CA 94536",94536,Fremont,2020-11-25,860.39
1058000,1169300,1655,1511,68022908,3814,3,SINGLE_FAMILY,"38261 Eggers Cmn, Fremont, CA 94536",94536,Fremont,2021-01-29,639.27
1056000,1083300,1351,5227.2,25036765,3634,4,SINGLE_FAMILY,"4464 Porter St, Fremont, CA 94538",94538,Fremont,2022-09-08,781.64
1055000,1087900,1269,6098.4,25010269,3499,3,SINGLE_FAMILY,"39746 Plumas Way, Fremont, CA 94538",94538,Fremont,2022-09-27,831.36
1055000,1355100,1636,6599,25011076,3764,4,SINGLE_FAMILY,"1721 Horner Way, Fremont, CA 94536",94536,Fremont,2020-12-10,644.87
1055000,1092300,1036,6098.4,25036963,3399,3,SINGLE_FAMILY,"4548 Piper St, Fremont, CA 94538",94538,Fremont,2023-04-10,1018.34
1055000,1382200,1340,5401,25041197,3750,4,SINGLE_FAMILY,"3680 Yorktown Rd, Fremont, CA 94538",94538,Fremont,2020-11-19,787.31
1055000,1285400,1151,5000,25041335,3399,3,SINGLE_FAMILY,"42771 Newport Dr, Fremont, CA 94538",94538,Fremont,2020-12-02,916.59
1055000,1258300,1148,3127,25048735,3399,3,SINGLE_FAMILY,"32976 Great Salt Lake Dr, Fremont, CA 94555",94555,Fremont,2021-06-09,918.99
1055000,1191500,1644,1500,116149197,3796,3,SINGLE_FAMILY,"2610 Tamalpais Ter, Fremont, CA 94538",94538,Fremont,2021-02-11,641.73
1050000,1256400,1148,5532,25004977,3499,3,SINGLE_FAMILY,"4788 La Mesa Ct, Fremont, CA 94536",94536,Fremont,2021-05-26,914.63
1050000,974700,1237,5662.8,25006027,3650,3,SINGLE_FAMILY,"37166 Dutra Way, Fremont, CA 94536",94536,Fremont,2023-05-23,848.83
1050000,1091400,1087,5227.2,25006624,3499,3,SINGLE_FAMILY,"4827 Driftwood Dr, Fremont, CA 94536",94536,Fremont,2022-11-17,965.96
1050000,1349200,1092,6912.972,25006916,3565,3,SINGLE_FAMILY,"4997 Evans Ave, Fremont, CA 94536",94536,Fremont,2022-08-22,961.54
1050000,1092200,1078,5662.8,25010101,3335,3,SINGLE_FAMILY,"4668 Nelson St, Fremont, CA 94538",94538,Fremont,2023-02-17,974.03
1050000,1258200,1379,5357,25010125,3369,3,SINGLE_FAMILY,"39345 Sundale Dr, Fremont, CA 94538",94538,Fremont,2021-05-17,761.42
1050000,1157100,1582,2613,25010769,3800,3,SINGLE_FAMILY,"39632 Buena Vista Ter, Fremont, CA 94538",94538,Fremont,2021-04-27,663.72
1050000,1250600,1144,5580,25016452,3499,3,SINGLE_FAMILY,"492 Washburn Dr, Fremont, CA 94536",94536,Fremont,2021-01-22,917.83
1050000,,2136,7492,25016539,4511,5,SINGLE_FAMILY,"37286 3rd St, Fremont, CA 94536",94536,Fremont,2021-02-25,491.57
1050000,1078400,1200,5069,25035278,3399,3,SINGLE_FAMILY,"40444 Citrus Dr, Fremont, CA 94538",94538,Fremont,2023-06-01,875.0
1050000,1174700,950,6941,25035835,3200,3,SINGLE_FAMILY,"40072 Kelly St, Fremont, CA 94538",94538,Fremont,2021-03-12,1105.26
1050000,1079000,1034,5227.2,25036818,3381,3,SINGLE_FAMILY,"4350 Millard Ave, Fremont, CA 94538",94538,Fremont,2022-09-21,1015.47
1050000,1335100,1475,8276.4,25037753,3800,3,SINGLE_FAMILY,"4791 Victoria Ave, Fremont, CA 94538",94538,Fremont,2021-03-08,711.86
1050000,1429000,1232,6011,25039540,3499,4,SINGLE_FAMILY,"42326 Gatewood St, Fremont, CA 94538",94538,Fremont,2021-03-26,852.27
1050000,1322000,1274,5501,25044824,3681,3,SINGLE_FAMILY,"4827 Boone Dr, Fremont, CA 94538",94538,Fremont,2020-11-23,824.18
1050000,1294600,1232,6926,25045020,3499,3,SINGLE_FAMILY,"5695 Greeley Pl, Fremont, CA 94538",94538,Fremont,2021-03-24,852.27
1050000,1655800,1498,5967,25051959,3895,4,SINGLE_FAMILY,"33551 Trinculo Ln, Fremont, CA 94555",94555,Fremont,2023-03-30,700.93
1050000,1255000,2098,10092,299072053,3624,5,SINGLE_FAMILY,"891 Old Canyon Rd, Fremont, CA 94536",94536,Fremont,2020-11-12,500.48
1050000,1532400,1724,3515,2109402923,3999,4,SINGLE_FAMILY,"Address Not Disclosed, Fremont, CA 94538",94538,Fremont,2021-02-01,609.05
1044000,1531100,1903,5797,25044329,4250,5,SINGLE_FAMILY,"5544 Cleveland Pl, Fremont, CA 94538",94538,Fremont,2020-11-10,548.61
1040000,1268000,1112,5000,25041096,3499,3,SINGLE_FAMILY,"43415 Columbia Ave, Fremont, CA 94538",94538,Fremont,2021-08-06,935.25
1040000,1304000,1148,5227,25049488,3499,3,SINGLE_FAMILY,"35840 Adobe Dr, Fremont, CA 94536",94536,Fremont,2021-01-26,905.92
1035000,1292800,990,6124,25018610,3614,3,SINGLE_FAMILY,"37920 Canyon Heights Dr, Fremont, CA 94536",94536,Fremont,2021-01-25,1045.45
1030000,1392200,1423,6721,25006421,3785,3,SINGLE_FAMILY,"37139 Elm St, Fremont, CA 94536",94536,Fremont,2020-12-28,723.82
1030000,1135500,1558,2439,25010806,3800,3,SINGLE_FAMILY,"39622 Trinity Way, Fremont, CA 94538",94538,Fremont,2021-07-07,661.1
1030000,1066300,1186,6969.6,25037521,3364,3,SINGLE_FAMILY,"40613 Verne St, Fremont, CA 94538",94538,Fremont,2023-04-11,868.47
1030000,1397100,1291,6958,25046141,3699,3,SINGLE_FAMILY,"4221 Raindeer Rd, Fremont, CA 94555",94555,Fremont,2020-12-16,797.83
1028250,1286800,1136,5700,25005077,3599,3,SINGLE_FAMILY,"4543 San Juan Ave, Fremont, CA 94536",94536,Fremont,2020-11-16,905.15
1025000,1295700,1116,6664,25044472,3399,3,SINGLE_FAMILY,"39623 Iolani Ct, Fremont, CA 94538",94538,Fremont,2021-09-22,918.46
1025000,1254500,1148,7405.2,25045774,3399,3,SINGLE_FAMILY,"5308 Curtis St, Fremont, CA 94538",94538,Fremont,2022-11-02,892.86
1021000,1198600,1120,5662,25017857,3496,3,SINGLE_FAMILY,"38398 Nebo Dr, Fremont, CA 94536",94536,Fremont,2022-06-03,911.61
1021000,1230500,1302,5400,25044860,3699,4,SINGLE_FAMILY,"4757 Wheeler Dr, Fremont, CA 94538",94538,Fremont,2021-01-08,784.18
1020469,2717300,3338,10105,25026176,7094,5,SINGLE_FAMILY,"336 Mayten Way, Fremont, CA 94539",94539,Fremont,2021-11-24,305.71
1020000,1152500,1460,1459,25004362,3580,3,SINGLE_FAMILY,"36422 Diego Dr, Fremont, CA 94536",94536,Fremont,2021-01-25,698.63
1020000,1158900,1154,5427.576,25004956,3569,3,SINGLE_FAMILY,"4730 Nicolet Ave, Fremont, CA 94536",94536,Fremont,2021-06-11,883.88
1020000,1340400,1080,6054,25038968,3499,3,SINGLE_FAMILY,"43462 Lindenwood St, Fremont, CA 94538",94538,Fremont,2021-08-20,944.44
1020000,1059700,1180,6534,25039727,3499,3,SINGLE_FAMILY,"4990 Everglades Park Dr, Fremont, CA 94538",94538,Fremont,2022-12-15,864.41
1020000,1271900,1200,5784,25044473,3428,3,SINGLE_FAMILY,"39631 Iolani Ct, Fremont, CA 94538",94538,Fremont,2021-03-03,850.0
1020000,1177100,1555,3080,25053493,3795,3,SINGLE_FAMILY,"34924 Belvedere Ter, Fremont, CA 94555",94555,Fremont,2021-09-27,655.95
1020000,1151200,1437,1176,82838915,3563,3,SINGLE_FAMILY,"4219 Providence Ter, Fremont, CA 94538",94538,Fremont,2021-09-01,709.81
1017500,1035300,925,5662.8,25038776,3399,3,SINGLE_FAMILY,"4466 Ladner St, Fremont, CA 94538",94538,Fremont,2022-08-15,1100.0
1015000,1132400,1148,6790,25005002,3499,3,SINGLE_FAMILY,"36015 Pizarro Dr, Fremont, CA 94536",94536,Fremont,2021-04-07,884.15
1015000,1002400,916,3055,25016748,3099,3,SINGLE_FAMILY,"316 J St, Fremont, CA 94536",94536,Fremont,2022-06-17,1108.08
1015000,1099800,841,6098,25018629,3099,3,SINGLE_FAMILY,"1217 Deer Rd, Fremont, CA 94536",94536,Fremont,2021-08-17,1206.9
1014500,2672300,2994,0.48179522497704,25027619,6849,4,SINGLE_FAMILY,"46435 Briar Pl, Fremont, CA 94539",94539,Fremont,2020-12-04,338.84
1010000,1070200,1130,7187.4,25016213,3499,3,SINGLE_FAMILY,"35710 Mission Blvd, Fremont, CA 94536",94536,Fremont,2022-01-31,893.81
1010000,1237500,1152,5500,25037558,3499,3,SINGLE_FAMILY,"40550 Blacow Rd, Fremont, CA 94538",94538,Fremont,2021-08-11,876.74
1299950,1333300,1607,5662.8,25007100,3800,3,SINGLE_FAMILY,"4771 Hazelwood Ave, Fremont, CA 94536",94536,Fremont,2022-08-23,808.93
1005500,1532700,1176,8973,25034750,3399,3,SINGLE_FAMILY,"2839 Washington Blvd, Fremont, CA 94539",94539,Fremont,2021-07-16,855.02
1005000,1341500,1589,10193,25006699,3388,4,SINGLE_FAMILY,"4693 Central Ave, Fremont, CA 94536",94536,Fremont,2021-03-11,632.47
1005000,1233000,1244,6000,25038779,3597,4,SINGLE_FAMILY,"4490 Ladner St, Fremont, CA 94538",94538,Fremont,2021-06-25,807.88
1005000,1043300,1131,5227.2,25043958,3350,3,SINGLE_FAMILY,"4827 Coco Palm Dr, Fremont, CA 94538",94538,Fremont,2022-12-06,888.59
1002000,1042800,925,5227.2,25036772,3399,3,SINGLE_FAMILY,"4392 Porter St, Fremont, CA 94538",94538,Fremont,2021-10-28,1083.24
1001000,1184300,1389,8324,25018479,3699,3,SINGLE_FAMILY,"233 Sycamore St, Fremont, CA 94536",94536,Fremont,2021-01-06,720.66
1001000,1028600,1296,5706.36,25039742,3800,3,SINGLE_FAMILY,"4945 Everglades Park Dr, Fremont, CA 94538",94538,Fremont,2022-09-14,772.38
1000500,1425500,1531,5998,25035880,3800,4,SINGLE_FAMILY,"40172 Michelle St, Fremont, CA 94538",94538,Fremont,2020-11-30,653.49
1000000,1234900,1150,7339,25005026,3569,3,SINGLE_FAMILY,"36163 San Pedro Dr, Fremont, CA 94536",94536,Fremont,2021-08-24,869.57
1000000,1232700,1168,6083,25005274,3599,3,SINGLE_FAMILY,"36353 Frobisher Dr, Fremont, CA 94536",94536,Fremont,2020-12-28,856.16
1000000,1189400,1167,5357,25006663,3499,3,SINGLE_FAMILY,"37425 Rockwood Dr, Fremont, CA 94536",94536,Fremont,2021-08-13,856.9
1000000,1023900,1269,6098.4,25010446,3575,3,SINGLE_FAMILY,"4423 Burney Way, Fremont, CA 94538",94538,Fremont,2022-09-01,788.02
1000000,1317400,1375,0.40399449035813,25017385,3734,3,SINGLE_FAMILY,"38569 Overacker Ave, Fremont, CA 94536",94536,Fremont,2021-06-08,727.27
1000000,1213800,1550,5700,25017847,3616,3,SINGLE_FAMILY,"38406 Nebo Dr, Fremont, CA 94536",94536,Fremont,2021-01-28,645.16
1000000,1039800,1164,6534,25026250,3499,3,SINGLE_FAMILY,"48409 Cottonwood St, Fremont, CA 94539",94539,Fremont,2022-11-21,859.11
1000000,1290000,1332,2613.6,25034809,3563,3,SINGLE_FAMILY,"41645 Carol Cmn, Fremont, CA 94538",94538,Fremont,2022-10-14,750.75
1000000,991500,1269,5227.2,25036584,3599,3,SINGLE_FAMILY,"40413 Fremont Blvd, Fremont, CA 94538",94538,Fremont,2023-04-19,788.02
1000000,1083800,950,5140,25036710,3350,3,SINGLE_FAMILY,"4333 Porter St, Fremont, CA 94538",94538,Fremont,2021-05-19,1052.63
1000000,1388400,1198,6403,25039425,3300,3,SINGLE_FAMILY,"4413 Cherrywood Ave, Fremont, CA 94538",94538,Fremont,2021-05-20,834.72
1000000,1468900,1741,8568,25044387,4200,4,SINGLE_FAMILY,"39544 Kahlua Ct, Fremont, CA 94538",94538,Fremont,2021-09-28,574.38
1000000,1213000,1466,3397,25048551,3498,4,SINGLE_FAMILY,"33201 Lake Lanier Pl, Fremont, CA 94555",94555,Fremont,2021-07-19,682.13
2000000,2073700,1642,9583.2,25007552,5213,4,SINGLE_FAMILY,"4609 Mattos Dr, Fremont, CA 94536",94536,Fremont,2021-12-17,1218.03
2000000,1960800,1924,9321,25007631,4099,3,SINGLE_FAMILY,"4604 Mayfield Dr, Fremont, CA 94536",94536,Fremont,2022-05-31,1039.5
2000000,2284500,2932,5445,25014310,5760,5,SINGLE_FAMILY,"35623 Chaplin Dr, Fremont, CA 94536",94536,Fremont,2021-08-20,682.13
2000000,2306100,2173,8712,25014394,5804,4,SINGLE_FAMILY,"35620 Meyer Ct, Fremont, CA 94536",94536,Fremont,2021-07-26,920.39
2000000,1960800,2075,5227.2,25015817,4296,5,SINGLE_FAMILY,"35325 Terra Cotta Cir, Fremont, CA 94536",94536,Fremont,2022-05-31,963.86
2000000,2045400,2052,10800,25015873,5153,4,SINGLE_FAMILY,"475 Barcelona Dr, Fremont, CA 94536",94536,Fremont,2021-12-15,974.66
2000000,2075600,2584,9147.6,25016013,5322,4,SINGLE_FAMILY,"36544 Montecito Dr, Fremont, CA 94536",94536,Fremont,2022-12-02,773.99
2000000,2026400,2175,8712,25021375,4749,3,SINGLE_FAMILY,"20 Lima Ter, Fremont, CA 94539",94539,Fremont,2023-08-08,919.54
2000000,2351700,1920,8712,25022065,6046,3,SINGLE_FAMILY,"42257 Forsythia Dr, Fremont, CA 94539",94539,Fremont,2022-01-28,1041.67
2000000,1918100,1500,5022.468,25022784,4034,4,SINGLE_FAMILY,"341 De Leon Ave, Fremont, CA 94539",94539,Fremont,2022-03-28,1333.33
2000000,2292800,2302,8624,25025541,5862,4,SINGLE_FAMILY,"244 McDuff Ave, Fremont, CA 94539",94539,Fremont,2021-05-26,868.81
2000000,2051200,2434,9303,25028413,5241,4,SINGLE_FAMILY,"1902 Sioux Dr, Fremont, CA 94539",94539,Fremont,2022-09-07,821.69
2000000,3881300,6862,2.11,25028455,9758,3,SINGLE_FAMILY,"895 Yakima Dr, Fremont, CA 94539",94539,Fremont,2020-11-20,291.46
2000000,2231700,1728,8025.9736,25028787,5731,4,SINGLE_FAMILY,"1826 Mandan Pl, Fremont, CA 94539",94539,Fremont,2023-03-09,1157.41
2000000,3349600,3831,0.98498622589532,25031062,8797,5,SINGLE_FAMILY,"4296 Santa Monica Ter, Fremont, CA 94539",94539,Fremont,2021-03-17,522.06
2000000,2063000,1914,6098.4,25031646,5271,4,SINGLE_FAMILY,"39955 San Simeon Ct, Fremont, CA 94539",94539,Fremont,2022-09-28,1044.93
2000000,2095000,2189,7840,25043508,5325,4,SINGLE_FAMILY,"5376 Brophy Dr, Fremont, CA 94536",94536,Fremont,2021-09-24,913.66
2000000,1931400,1763,4736,25046100,4200,4,SINGLE_FAMILY,"40471 Torenia Cir, Fremont, CA 94538",94538,Fremont,2022-04-29,1134.43
2000000,1928400,1402,8712,25048202,3800,4,SINGLE_FAMILY,"3133 Warwick Rd, Fremont, CA 94555",94555,Fremont,2022-04-25,1426.53
2000000,2153100,2253,10018.8,25050717,5389,4,SINGLE_FAMILY,"4417 Cordova Pl, Fremont, CA 94536",94536,Fremont,2021-11-23,887.71
2000000,2000600,1719,6534,25051628,3997,3,SINGLE_FAMILY,"3787 Silverlock Rd, Fremont, CA 94555",94555,Fremont,2023-10-04,1163.47
2000000,2267800,2708,5662.8,25054252,5668,5,SINGLE_FAMILY,"33828 Juliet Cir, Fremont, CA 94555",94555,Fremont,2023-01-09,738.55
2000000,2219700,2800,5967,25057164,5685,5,SINGLE_FAMILY,"3312 Alpine Dr, Fremont, CA 94555",94555,Fremont,2021-04-30,714.29
